Страна,ФИО,Клуб,Амплуа,Количество матчей,Количество мячей
Croatia,Русаков Арсений Дорофеевич,Aston Villa,защитник,5,22
Kiribati,Мартынов Мартьян Ефремович,Fenerbahçe,вратарь,3,-8
Guinea-bissau,Андреев Максимильян Виленович,Internacional,нападающий,10,16
Afghanistan,Щукин Святослав Валентинович,MTK Budapest,вратарь,10,-5
Antigua And Barbuda,Исаков Леон Александрович,Independiente,полузащитник,8,19
Paraguay,Логинов Леон Изотович,Peñarol,вратарь,5,-16
Slovakia,Копылов Никодим Елизарович,Spartak Moscow,защитник,4,11
Tanzania,Трофимов Ульян Еремеевич,Grasshopper Club Zürich,нападающий,8,25
Antarctica,Артемьев Авксентий Терентьевич,Atlético Nacional,защитник,5,17
Cote D`ivoire,Емельянов Аггей Марсович,Spartak Moscow,нападающий,8,24
Guinea-bissau,Петров Василий Арсенович,Saint-Étienne,вратарь,8,-23
Kuwait,Романов Викторин Герасимович,Rapid Wien,защитник,1,5
Niger,Сидоров Кондратий Харлампович,Atlético Nacional,полузащитник,4,25
American Samoa,Петухов Платон Александрович,Estudiantes,вратарь,5,-13
Norfolk Island,Савельев Антонин Филимонович,Roma,защитник,10,18
United Kingdom,Белоусов Нифонт Марсович,Anderlecht,нападающий,9,23
El Salvador,Дементьев Степан Давидович,Rapid Wien,нападающий,8,10
Ghana,Киселев Христофор Артёмович,Real Madrid,вратарь,7,-4
Netherlands,Зыков Всеслав Геннадиевич,Borussia Mönchengladbach,нападающий,10,23
Guatemala,Тимофеев Евстафий Авдеевич,Hamburger SV,нападающий,3,3
Saint Lucia,Копылов Силантий Изотович,Werder Bremen,полузащитник,7,30
Haiti,Дьячков Прохор Елисеевич,Vélez Sarsfield,нападающий,6,27
Cuba,Степанов Тихон Адрианович,Dynamo Kyiv,вратарь,2,-18
Cocos Islands,Кириллов Моисей Александрович,Sparta Prague,полузащитник,9,2
Bolivia,Калинин Спиридон Егорович,Olympique Lyonnais,вратарь,8,-9
Romania,Денисов Федот Тихонович,Grasshopper Club Zürich,полузащитник,9,17
Pitcairn,Бобров Вячеслав Анисимович,Ferencvárosi TC,вратарь,7,-3
Indonesia,Логинов Феофан Георгиевич,Benfica,нападающий,2,1
Israel,Борисов Савва Ефимович,Hamburger SV,нападающий,7,23
Honduras,Денисов Аполлинарий Измаилович,CSKA Sofia,полузащитник,1,14
Dominican Republic,Лебедев Адриан Захарьевич,CSKA Sofia,защитник,1,16
Lithuania,Дмитриев Агап Харлампович,Grasshopper Club Zürich,нападающий,3,28
Myanmar,Куликов Всеволод Устинович,Hajduk Split,защитник,8,25
Guadeloupe,Федотов Вячеслав Арсеньевич,Napoli,защитник,5,8
Thailand,Лапин Христофор Ефимьевич,Torino,защитник,4,26
Uzbekistan,Лыткин Натан Дорофеевич,Hajduk Split,полузащитник,8,21
Sudan,Красильников Поликарп Тарасович,River Plate,защитник,5,28
Andorra,Лукин Ипат Ерофеевич,Independiente,вратарь,8,-4
Poland,Буров Виссарион Богданович,Inter Milan,вратарь,1,-19
Guatemala,Некрасов Антонин Харламович,Roma,полузащитник,2,25
Madagascar,Галкин Серафим Викентьевич,Tottenham Hotspur,полузащитник,6,18
Cuba,Игнатов Мина Валерианович,Corinthians,полузащитник,2,6
Faroe Islands,Шубин Кузьма Фокич,Schalke,полузащитник,6,1
Nigeria,Воробьев Евстафий Брониславович,Real Madrid,защитник,10,2
Eritrea,Борисов Мокей Федосеевич,Corinthians,защитник,3,4
Angola,Зимин Афанасий Егорович,Anderlecht,нападающий,5,29
Portugal,Стрелков Ладислав Венедиктович,River Plate,вратарь,3,-8
Anguilla,Сергеев Антонин Гурьевич,Steaua Bucureşti,нападающий,9,15
Ireland,Красильников Трофим Валерианович,Barcelona,вратарь,10,-25
Somalia,Ларионов Панкрат Феоктистович,Universitario,нападающий,7,19
Zambia,Ширяев Феоктист Теймуразович,Galatasaray,защитник,1,15
Israel,Кудряшов Панкратий Анисимович,Real Madrid,нападающий,9,7
Namibia,Королев Константин Захарьевич,Linfield,защитник,3,11
Denmark,Никитин Софрон Эдгарович,Borussia Dortmund,нападающий,5,25
Honduras,Комаров Вышеслав Матвеевич,Anderlecht,полузащитник,10,5
Bosnia And Herzegowina,Носов Боян Андреевич,Slavia Prague,вратарь,4,-10
Ukraine,Гордеев Аким Ильич,Feyenoord,вратарь,10,-2
Latvia,Ситников Венедикт Афанасьевич,Werder Bremen,полузащитник,3,21
Sao Tome,Семенов Конон Арсенович,Independiente,защитник,8,27
Dominican Republic,Бирюков Силантий Григорьевич,Borussia Mönchengladbach,нападающий,5,30
French S. Territories,Щукин Феофан Денисович,A.C. Milan,полузащитник,8,18
Sudan,Веселов Ярослав Аксёнович,Rangers,полузащитник,3,6
Paraguay,Семенов Егор Зиновьевич,Boca Juniors,вратарь,7,-16
Ireland,Исаев Парамон Зиновьевич,Malmö,защитник,7,26
Turkey,Овчинников Спартак Вячеславович,Girondins de Bordeaux,защитник,1,29
Belize,Ковалев Савватий Бориславович,Sporting,вратарь,2,-8
St.Pierre,Колобов Измаил Владленович,Aston Villa,вратарь,2,-4
Macau,Воронов Еремей Эдгардович,Dinamo Zagreb,полузащитник,8,9
Brunei Darussalam,Королев Фотий Эдгарович,Universidad Católica,вратарь,9,-6
Viet Nam,Виноградов Радислав Герасимович,Schalke,вратарь,3,-19
Palau,Блохин Ермолай Теймуразович,Malmö,защитник,5,4
Syrian Arab Republic,Сорокин Натан Алексеевич,Steaua Bucureşti,вратарь,8,-28
Palau,Авдеев Демид Захарьевич,América de Cali,защитник,5,22
Bulgaria,Кузьмин Пантелеймон Брониславович,Universidad de Chile,полузащитник,5,13
Martinique,Мясников Аполлон Викторович,Paris Saint-Germain,нападающий,4,13
Faroe Islands,Беляев Любомир Феликсович,Olimpia,полузащитник,7,23
Turkey,Дмитриев Пимен Устинович,Roma,защитник,3,12
Samoa,Баранов Всеслав Иларионович,Al Ahly,нападающий,6,23
Moldova,Терентьев Максим Трофимович,Sporting,защитник,7,18
Botswana,Артемьев Дементий Иларионович,São Paulo,защитник,8,3
Luxembourg,Нестеров Панкратий Алексеевич,Dynamo Kyiv,полузащитник,1,29
Cote D`ivoire,Гусев Серафим Чеславович,América de Cali,вратарь,8,-11
Virgin Islands (British),Ефимов Виссарион Виленович,Galatasaray,защитник,3,8
Rwanda,Михеев Николай Евстигнеевич,Celtic,вратарь,10,-17
Mozambique,Баранов Клавдий Ефимьевич,Panathinaikos,нападающий,7,18
Yemen,Федоров Олег Гордеевич,Feyenoord,нападающий,5,14
Japan,Мельников Пантелеймон Харламович,Sparta Prague,полузащитник,5,15
Swaziland,Аксенов Бронислав Демьянович,Boca Juniors,нападающий,4,14
Tonga,Поляков Сила Юльевич,Rangers,защитник,3,30
Finland,Кузьмин Авксентий Ермолаевич,Paris Saint-Germain,вратарь,7,-25
American Samoa,Матвеев Орест Филатович,Dinamo Zagreb,полузащитник,9,20
Turkmenistan,Симонов Викентий Игоревич,Olimpia,вратарь,10,-26
St.Pierre,Ковалев Любим Артёмович,Atlético Madrid,полузащитник,5,1
Vanuatu,Одинцов Всемил Ильич,Bayern Munich,вратарь,9,-24
Papua New Guinea,Аксенов Панфил Авдеевич,Arsenal,нападающий,5,22
Honduras,Доронин Вениамин Тимурович,Schalke,полузащитник,9,5
Zaire,Анисимов Варфоломей Харлампьевич,Liverpool,вратарь,10,-4
Sweden,Юдин Ипатий Глебович,Anderlecht,вратарь,10,-26
Albania,Вишняков Ян Исидорович,IFK Göteborg,полузащитник,3,29
Kyrgyzstan,Мельников Вениамин Глебович,Slavia Prague,полузащитник,7,29
Liberia,Мишин Никандр Адрианович,Cruzeiro,вратарь,6,-18
Kenya,Соболев Карл Вячеславович,River Plate,нападающий,1,5
Cape Verde,Буров Роман Валерьянович,Benfica,вратарь,8,-7
French Guiana,Кошелев Станислав Гордеевич,Universidad de Chile,нападающий,8,12
Iraq,Виноградов Юлиан Валентинович,CSKA Sofia,вратарь,2,-9
St Vincent/Grenadines,Данилов Флорентин Архипович,Barcelona,нападающий,8,29
Czech Republic,Русаков Севастьян Федотович,Internacional,защитник,5,13
United States,Бирюков Аполлон Бориславович,Porto,нападающий,8,30
Ghana,Александров Кондрат Бориславович,Hajduk Split,нападающий,10,11
French Guiana,Громов Селиверст Эдгарович,Steaua Bucureşti,полузащитник,10,14
French Guiana,Савельев Прокофий Васильевич,Sporting,нападающий,4,19
Reunion,Фролов Капитон Тимурович,Atlético Mineiro,вратарь,4,-18
Virgin Islands (British),Третьяков Гаврила Демьянович,Ajax,полузащитник,2,10
United Kingdom,Егоров Остромир Викторович,Cerro Porteño,полузащитник,5,1
Belarus,Ковалев Василий Архипович,A.C. Milan,нападающий,2,24
French S. Territories,Шарапов Сидор Евстигнеевич,Slavia Prague,вратарь,8,-4
Liechtenstein,Мясников Венедикт Демидович,Vélez Sarsfield,нападающий,5,25
Oman,Одинцов Валентин Арсеньевич,River Plate,нападающий,1,23
Senegal,Громов Демьян Марсович,Cruzeiro,вратарь,10,-18
St.Pierre,Лазарев Лев Ильич,Dinamo Zagreb,нападающий,6,11
Mali,Герасимов Климент Давидович,Flamengo,вратарь,3,-21
Eritrea,Дементьев Антип Гаврилович,Benfica,защитник,9,24
Sierra Leone,Лукин Прохор Ефстафьевич,Al Ahly,полузащитник,9,12
Cuba,Давыдов Григорий Эдгарович,Cerro Porteño,защитник,10,2
Georgia,Овчинников Януарий Валерьянович,IFK Göteborg,нападающий,8,28
Netherlands Antilles,Гурьев Фортунат Филатович,Hajduk Split,нападающий,8,6
Dominican Republic,Шашков Борислав Ерофеевич,Club Brugge,вратарь,4,-14
Hong Kong,Захаров Мирон Чеславович,PSV Eindhoven,вратарь,10,-10
Togo,Носов Святослав Богданович,Saint-Étienne,вратарь,8,-28
Equatorial Guinea,Кошелев Сидор Дмитриевич,Peñarol,нападающий,8,6
Kenya,Блинов Вацлав Фёдорович,Levski Sofia,вратарь,1,-16
Namibia,Ильин Евлампий Федосеевич,Grasshopper Club Zürich,нападающий,2,6
Marshall Islands,Третьяков Евстигней Борисович,Peñarol,защитник,1,22
St. Helena,Лебедев Авксентий Эдгарович,Peñarol,полузащитник,8,20
Sudan,Трофимов Харлампий Виленович,Cerro Porteño,нападающий,10,27
Papua New Guinea,Ефимов Ладислав Германович,Köln,нападающий,5,5
Reunion,Колесников Филипп Теймуразович,Espérance,полузащитник,3,21
Namibia,Рябов Сигизмунд Анатольевич,Olympique Lyonnais,защитник,2,29
Ireland,Русаков Фотий Арсенович,A.C. Milan,вратарь,3,-10
French S. Territories,Копылов Наум Иларионович,Roma,вратарь,5,-29
Germany,Пахомов Андроник Эдгарович,Rapid Wien,защитник,6,19
Canada,Ефремов Христофор Филиппович,Club América,вратарь,4,-26
Zimbabwe,Козлов Любим Гертрудович,Rangers,нападающий,5,10
Bahamas,Давыдов Радислав Харлампович,Malmö,защитник,3,19
Cambodia,Костин Викторин Алексеевич,Torino,защитник,2,23
Ireland,Игнатьев Герасим Филиппович,Rapid Wien,полузащитник,4,3
United Kingdom,Калинин Парфен Чеславович,Sporting,полузащитник,9,22
El Salvador,Ершов Юлий Евсеевич,Slavia Prague,вратарь,4,-29
Sweden,Горбачев Федор Эдуардович,San Lorenzo,полузащитник,5,11
East Timor,Бирюков Владлен Бенедиктович,Borussia Mönchengladbach,защитник,2,26
Cuba,Кононов Христофор Васильевич,A.C. Milan,нападающий,10,6
Israel,Зуев Аскольд Валентинович,Inter Milan,нападающий,8,28
Latvia,Копылов Тимур Валерианович,Cruzeiro,защитник,2,11
Bahamas,Гущин Никита Ермолаевич,Chelsea,нападающий,8,28
Laos,Сысоев Лукьян Захарьевич,São Paulo,защитник,4,26
Guam,Щукин Терентий Валентинович,Hajduk Split,вратарь,4,-26
French S. Territories,Калинин Григорий Захарьевич,Libertad,вратарь,7,-29
Slovenia,Орлов Макар Аверьянович,Universidad Católica,полузащитник,7,25
Canada,Панфилов Петр Вилорович,Valencia,защитник,3,23
Congo,Аксенов Зосима Игнатьевич,Boca Juniors,защитник,4,17
Malta,Павлов Геннадий Давидович,Racing,защитник,5,24
Venezuela,Устинов Леонтий Феликсович,Celtic,вратарь,9,-6
Samoa,Гаврилов Ладислав Архипович,Tottenham Hotspur,полузащитник,3,8
Indonesia,Фадеев Викентий Фёдорович,Galatasaray,защитник,6,12
Guatemala,Бобров Андрей Устинович,Liverpool,защитник,2,26
Gabon,Шарапов Герасим Александрович,Rangers,защитник,10,8
Papua New Guinea,Орехов Федот Харитонович,Slavia Prague,полузащитник,3,23
Belize,Мишин Михей Бенедиктович,Universitario,защитник,3,15
Guadeloupe,Журавлев Гремислав Ааронович,Borussia Mönchengladbach,полузащитник,10,6
Sao Tome,Зыков Всеволод Георгиевич,MTK Budapest,нападающий,1,17
Benin,Родионов Варфоломей Фролович,Aston Villa,полузащитник,10,11
Belgium,Одинцов Ладислав Федосеевич,Lazio,вратарь,2,-13
Cote D`ivoire,Соловьев Ладимир Игоревич,Dinamo Zagreb,нападающий,1,19
France,Королев Кирилл Тарасович,Fenerbahçe,защитник,8,15
South Africa,Горбунов Прокофий Иосифович,Cruzeiro,полузащитник,5,23
Nepal,Миронов Изяслав Давидович,Steaua Bucureşti,нападающий,9,27
Cameroon,Владимиров Михей Ефимович,Köln,защитник,10,22
Uruguay,Сазонов Марк Вилорович,Sporting,полузащитник,3,3
Guatemala,Кондратьев Никанор Ильясович,Liverpool,полузащитник,1,5
Kuwait,Дроздов Аникита Игоревич,Corinthians,защитник,2,19
Pakistan,Крюков Серафим Валерьевич,Celtic,вратарь,5,-3
Chile,Кириллов Самсон Давидович,Olympique Lyonnais,вратарь,7,-25
Antigua And Barbuda,Семенов Сидор Ярославович,Spartak Moscow,полузащитник,1,13
Reunion,Петухов Михаил Еремеевич,Olympique Marseille,нападающий,6,21
Spain,Самсонов Гордей Андреевич,Ajax,нападающий,9,26
Solomon Islands,Титов Пров Аверьянович,Al Ahly,вратарь,2,-25
Belarus,Кудряшов Святополк Евсеевич,Universidad Católica,полузащитник,8,22
Montserrat,Андреев Софон Гаврилович,Monaco,полузащитник,2,13
Bulgaria,Комаров Творимир Ермолаевич,Aston Villa,вратарь,10,-4
Japan,Воронцов Борис Ильясович,Levski Sofia,полузащитник,6,16
Germany,Гаврилов Онуфрий Ефремович,Inter Milan,защитник,7,8
Aruba,Поляков Руслан Филатович,Benfica,нападающий,10,2
American Samoa,Субботин Трофим Аксёнович,Club América,нападающий,1,19
East Timor,Александров Ерофей Гордеевич,Fenerbahçe,нападающий,7,9
Sierra Leone,Исаков Ефим Иосипович,Club América,защитник,3,24
Burundi,Воронцов Нестор Измаилович,Santos,вратарь,10,-27
Central African Rep,Артемьев Денис Иосифович,Red Star Belgrade,вратарь,9,-16
Slovakia,Лукин Владислав Гаврилович,Internacional,вратарь,2,-19
Zaire,Богданов Дмитрий Бориславович,Borussia Dortmund,нападающий,8,20
El Salvador,Давыдов Тарас Изотович,Rapid Wien,защитник,6,17
Dominica,Шаров Стоян Ефимьевич,Olympiacos,защитник,3,2
Cape Verde,Агафонов Никита Антонович,São Paulo,нападающий,4,1
Falkland Islands (Malvinas),Мельников Эдуард Ефимьевич,Levski Sofia,вратарь,2,-2
San Marino,Григорьев Фирс Артемьевич,Barcelona,полузащитник,5,18
Guinea,Петров Никита Ерофеевич,Colo-Colo,защитник,9,17
Russian Federation,Крюков Борис Игнатьевич,PSV Eindhoven,защитник,8,11
Gambia,Лыткин Влас Давидович,Girondins de Bordeaux,нападающий,4,22
Tanzania,Александров Сильвестр Иларионович,Anderlecht,защитник,10,25
Cayman Islands,Пахомов Радим Харлампьевич,Linfield,вратарь,8,-11
Norfolk Island,Шилов Варфоломей Елизарович,Santos,полузащитник,7,5
San Marino,Беспалов Максим Матвеевич,Austria Wien,нападающий,5,3
Poland,Куликов Феликс Егорович,Everton,вратарь,9,-26
Japan,Лыткин Кондрат Борисович,Anderlecht,нападающий,9,15
Belarus,Назаров Орест Александрович,Olympiacos,защитник,1,10
Latvia,Ширяев Эрнест Фадеевич,Linfield,нападающий,2,25
Nauru,Панов Милен Ерофеевич,Libertad,полузащитник,9,27
Falkland Islands (Malvinas),Цветков Модест Гертрудович,Club América,нападающий,4,30
Pitcairn,Лихачев Вадим Харламович,Athletic Bilbao,защитник,7,23
South Africa,Новиков Александр Эдуардович,Galatasaray,нападающий,7,22
Greenland,Лукин Мартьян Гордеевич,Nacional,защитник,1,1
Indonesia,Кондратьев Вениамин Валерьянович,Vélez Sarsfield,полузащитник,8,8
Moldova,Панов Олег Бориславович,Fenerbahçe,нападающий,10,7
Paraguay,Жданов Прокофий Бенедиктович,San Lorenzo,полузащитник,1,5
Niue,Гурьев Севастьян Харлампьевич,Chelsea,защитник,6,5
Somalia,Тихонов Евстигней Терентьевич,IFK Göteborg,нападающий,4,4
Indonesia,Стрелков Антип Тарасович,Colo-Colo,вратарь,5,-5
Hong Kong,Мамонтов Соломон Яковлевич,Girondins de Bordeaux,полузащитник,5,10
Dominican Republic,Архипов Ростислав Ерофеевич,Vasco da Gama,полузащитник,8,29
Zimbabwe,Сидоров Пимен Гавриилович,Werder Bremen,нападающий,10,6
Sao Tome,Савельев Клавдий Фролович,Austria Wien,вратарь,5,-11
Macau,Хохлов Модест Ермилович,Girondins de Bordeaux,защитник,7,14
French Guiana,Фомин Конон Давидович,Zamalek,нападающий,7,8
Georgia,Гордеев Клавдий Бенедиктович,Everton,защитник,7,10
Ghana,Горшков Филимон Иларионович,Universidad Católica,вратарь,1,-20
Sudan,Суворов Андрон Харитонович,Cruzeiro,вратарь,9,-24
Sweden,Кудрявцев Фома Дорофеевич,Sporting,вратарь,9,-14
Moldova,Селиверстов Евсей Эдгарович,Torino,полузащитник,5,13
Mongolia,Савельев Петр Ярославович,Tottenham Hotspur,полузащитник,2,26
Grenada,Крылов Фока Феодосьевич,Torino,полузащитник,5,23
Yugoslavia,Колобов Парамон Давидович,Aston Villa,защитник,8,5
Senegal,Мельников Тимофей Ефимович,Rapid Wien,вратарь,9,-25
Sierra Leone,Филиппов Терентий Владленович,IFK Göteborg,вратарь,4,-2
Angola,Крюков Константин Глебович,Sparta Prague,нападающий,4,20
South Africa,Гордеев Пахом Филиппович,Fiorentina,защитник,7,27
Sudan,Савельев Харитон Тарасович,Ajax,защитник,9,6
Pitcairn,Хохлов Аникита Абрамович,Hamburger SV,полузащитник,8,28
Kenya,Семенов Афанасий Аверьянович,Inter Milan,полузащитник,5,1
Gambia,Селиверстов Мокей Гурьевич,Vasco da Gama,полузащитник,6,27
Mali,Симонов Серафим Филиппович,Vélez Sarsfield,нападающий,6,22
St Vincent/Grenadines,Гаврилов Мир Валерьянович,Olympique Marseille,нападающий,4,6
Gambia,Казаков Рубен Фомич,Werder Bremen,нападающий,10,10
Suriname,Гришин Игорь Ааронович,Nacional,вратарь,5,-24
Afghanistan,Беспалов Зиновий Фокич,Flamengo,нападающий,1,20
Canada,Калашников Изяслав Дорофеевич,Austria Wien,вратарь,4,-13
Italy,Русаков Аверьян Филиппович,Partizan,вратарь,8,-21
Palau,Никитин Тит Яковлевич,Sporting,защитник,6,29
Bouvet Island,Кононов Авксентий Феликсович,Ferencvárosi TC,нападающий,8,2
Cyprus,Давыдов Юлиан Фёдорович,A.C. Milan,нападающий,1,22
Liberia,Крюков Спартак Гавриилович,CSKA Sofia,защитник,3,7
Micronesia,Якушев Нифонт Валентинович,Rangers,защитник,4,3
Haiti,Мясников Ростислав Матвеевич,Arsenal,полузащитник,10,26
Haiti,Лазарев Ким Чеславович,Racing,полузащитник,4,4
Falkland Islands (Malvinas),Архипов Бронислав Ефимьевич,Napoli,полузащитник,3,9
Russian Federation,Зайцев Твердислав Трифонович,IFK Göteborg,нападающий,2,12
Israel,Тарасов Мартьян Еремеевич,Cerro Porteño,полузащитник,9,4
Central African Rep,Миронов Фока Иларионович,Corinthians,нападающий,3,26
Mongolia,Копылов Лазарь Ефимьевич,Atlético Madrid,нападающий,5,7
New Caledonia,Исаков Фирс Харитонович,Panathinaikos,полузащитник,2,12
Kuwait,Назаров Фадей Зиновьевич,Boca Juniors,защитник,10,30
Senegal,Силин Пантелеймон Матвеевич,Sparta Prague,полузащитник,7,2
Switzerland,Одинцов Август Федосьевич,Austria Wien,защитник,8,26
Portugal,Александров Гордей Филатович,Sparta Prague,вратарь,7,-4
Mali,Ермаков Ким Трофимович,Atlético Madrid,защитник,9,17
Iraq,Константинов Любосмысл Юлианович,São Paulo,вратарь,1,-22
Switzerland,Зуев Леонтий Артурович,Újpest,нападающий,6,10
Dominica,Шарапов Христофор Адамович,Paris Saint-Germain,защитник,5,18
Ukraine,Капустин Радим Исидорович,Flamengo,нападающий,5,17
Thailand,Колобов Казимир Абрамович,Aston Villa,нападающий,6,19
Angola,Савельев Владислав Игоревич,Zamalek,нападающий,1,2
Northern Mariana Islands,Пономарев Денис Даниилович,Steaua Bucureşti,защитник,6,15
Cape Verde,Исаков Агафон Вилорович,Al Ahly,нападающий,4,28
Lesotho,Крылов Сила Ерофеевич,Manchester United,нападающий,6,2
Qatar,Нестеров Сидор Власович,Dynamo Kyiv,вратарь,4,-15
Ukraine,Власов Карл Адамович,Zamalek,защитник,7,11
Algeria,Егоров Никон Данилович,América de Cali,вратарь,1,-29
Azerbaijan,Галкин Спартак Яковлевич,Olympique Marseille,вратарь,5,-20
Cocos Islands,Мельников Петр Гаврилович,Slavia Prague,полузащитник,6,22
Poland,Куликов Автоном Гордеевич,Vasco da Gama,защитник,1,11
Guatemala,Дмитриев Поликарп Аверьянович,América de Cali,защитник,3,9
Zimbabwe,Артемьев Панфил Ермолаевич,Atlético Madrid,нападающий,4,4
Kiribati,Ильин Ферапонт Исидорович,Boca Juniors,вратарь,1,-27
Burundi,Некрасов Андроник Аксёнович,Cruzeiro,нападающий,3,4
Moldova,Ширяев Максимильян Афанасьевич,Nacional,защитник,2,6
Samoa,Гордеев Евсей Владленович,Atlético Nacional,вратарь,5,-2
Christmas Island,Терентьев Ратмир Исидорович,Austria Wien,нападающий,1,7
Vatican City State,Шилов Будимир Дорофеевич,Universidad Católica,вратарь,10,-15
Egypt,Дементьев Панфил Евсеевич,Werder Bremen,защитник,5,1
New Caledonia,Меркушев Евдоким Антипович,Werder Bremen,защитник,5,30
Jamaica,Костин Азарий Богданович,Austria Wien,нападающий,2,17
Croatia,Цветков Боян Данилович,Rapid Wien,нападающий,9,23
Northern Mariana Islands,Горбунов Станислав Димитриевич,Porto,полузащитник,9,19
Djibouti,Дмитриев Кирилл Владиленович,Athletic Bilbao,полузащитник,9,24
Latvia,Быков Святослав Ефремович,Rapid Wien,вратарь,2,-13
Mexico,Ларионов Михей Феликсович,Independiente,вратарь,8,-15
Chile,Панов Евгений Адрианович,Grêmio,защитник,10,20
St Vincent/Grenadines,Шарапов Еремей Дмитриевич,Hajduk Split,вратарь,5,-10
Bulgaria,Тихонов Богдан Викторович,Levski Sofia,вратарь,2,-11
Cote D`ivoire,Аксенов Ян Филимонович,Manchester United,полузащитник,5,29
China,Бирюков Архип Фокич,Estudiantes,защитник,5,6
Iceland,Лаврентьев Ювеналий Устинович,MTK Budapest,защитник,4,6
Qatar,Зимин Филимон Димитриевич,Universitario,защитник,4,14
Papua New Guinea,Никонов Рюрик Матвеевич,Feyenoord,нападающий,9,7
Iran,Кулаков Тит Бенедиктович,Atlético Mineiro,защитник,4,16
Congo,Горбунов Дорофей Ильясович,San Lorenzo,вратарь,1,-18
Faroe Islands,Щербаков Эммануил Власович,Juventus,защитник,5,1
Saint Kitts And Nevis,Воронов Пантелеймон Давыдович,América de Cali,защитник,1,26
Tuvalu,Николаев Аникей Дмитриевич,Liverpool,защитник,2,25
Marshall Islands,Муравьев Карл Виленович,Steaua Bucureşti,защитник,1,12
American Samoa,Князев Фадей Германович,Hajduk Split,полузащитник,3,28
Yemen,Зиновьев Стоян Валентинович,Galatasaray,нападающий,4,10
Nigeria,Карпов Епифан Валерианович,Olimpia,полузащитник,5,17
Kenya,Лазарев Мокей Ермилович,Borussia Mönchengladbach,вратарь,9,-30
Malawi,Третьяков Фотий Егорович,Cerro Porteño,нападающий,8,6
Guyana,Романов Владилен Эдгарович,Olympiacos,вратарь,1,-7
Slovakia,Виноградов Станислав Данилович,Borussia Mönchengladbach,полузащитник,7,27
Pakistan,Ларионов Архип Игнатьевич,Steaua Bucureşti,защитник,5,11
Dominica,Голубев Ростислав Григорьевич,Peñarol,полузащитник,10,1
South Africa,Крюков Твердислав Ерофеевич,Espérance,вратарь,10,-15
South Africa,Романов Варлаам Викентьевич,Werder Bremen,полузащитник,6,1
Gambia,Лаврентьев Еремей Аксёнович,Galatasaray,полузащитник,9,12
Virgin Islands (British),Ершов Ювеналий Алексеевич,Colo-Colo,вратарь,10,-26
Lithuania,Петухов Данила Арсеньевич,Saint-Étienne,вратарь,4,-25
Korea (North),Гурьев Казимир Денисович,Borussia Mönchengladbach,полузащитник,5,21
Spain,Исаков Рюрик Елисеевич,Slavia Prague,нападающий,4,1
Kenya,Аксенов Нестор Устинович,Sparta Prague,защитник,6,30
Liberia,Быков Аникей Федотович,Atlético Madrid,вратарь,6,-22
Swaziland,Федотов Станимир Антипович,Napoli,нападающий,6,29
Georgia,Мельников Фрол Ермолаевич,Grasshopper Club Zürich,нападающий,7,8
Ethiopia,Молчанов Харитон Федосьевич,Nacional,полузащитник,5,2
Cambodia,Белозеров Фортунат Витальевич,Universitario,защитник,4,15
Niger,Пахомов Изяслав Ильясович,San Lorenzo,вратарь,4,-21
Bangladesh,Некрасов Трофим Власович,Manchester United,защитник,3,24
Angola,Воронов Святослав Владиславович,Galatasaray,вратарь,4,-18
United Arab Emirates,Лебедев Герман Даниилович,Austria Wien,вратарь,5,-19
Myanmar,Кондратьев Родион Валерьевич,Aston Villa,нападающий,4,1
Zambia,Мишин Савелий Игнатович,Fiorentina,полузащитник,5,16
Finland,Макаров Михей Теймуразович,Fenerbahçe,защитник,8,9
Albania,Евсеев Харитон Артёмович,Olympiacos,полузащитник,3,13
Costa Rica,Иванов Конон Эдгарович,Nacional,полузащитник,3,16
Equatorial Guinea,Котов Зосима Дмитриевич,Levski Sofia,нападающий,1,28
Gibraltar,Гаврилов Христофор Викентьевич,PSV Eindhoven,вратарь,3,-25
Andorra,Носов Георгий Александрович,Paris Saint-Germain,защитник,9,4
Sao Tome,Медведев Амос Харлампьевич,Libertad,вратарь,3,-8
Samoa,Павлов Куприян Владленович,Ajax,нападающий,1,23
Zimbabwe,Игнатьев Евгений Гертрудович,Palmeiras,полузащитник,1,27
Paraguay,Калинин Лазарь Демьянович,Ferencvárosi TC,нападающий,3,15
Ukraine,Абрамов Степан Вилорович,Újpest,вратарь,6,-18
New Caledonia,Комаров Эрнст Якубович,Sporting,полузащитник,8,25
Saint Lucia,Михеев Константин Викентьевич,Chelsea,вратарь,2,-12
Cote D`ivoire,Попов Ермил Терентьевич,Racing,полузащитник,4,4
Malaysia,Брагин Рубен Абрамович,Ferencvárosi TC,вратарь,7,-15
Dominican Republic,Фадеев Зосима Елизарович,PSV Eindhoven,защитник,3,22
Sudan,Терентьев Ермил Вячеславович,Bayern Munich,защитник,3,14
Mayotte,Матвеев Порфирий Димитриевич,CSKA Sofia,защитник,1,9
Burkina Faso,Попов Любосмысл Марсович,IFK Göteborg,защитник,9,23
French Polynesia,Цветков Селиван Ильич,Corinthians,полузащитник,6,26
Chad,Власов Ананий Адамович,Partizan,защитник,10,12
Malta,Ларионов Серафим Фёдорович,Borussia Mönchengladbach,полузащитник,5,14
Viet Nam,Одинцов Гаврила Алексеевич,PSV Eindhoven,вратарь,9,-3
Vatican City State,Лебедев Евстигней Викентьевич,Nacional,вратарь,6,-28
