Страна,ФИО,Клуб,Амплуа,Количество матчей,Количество мячей
Argentina,Николаев Гаврила Дорофеевич,Corinthians,полузащитник,8,28
Lithuania,Колесников Боян Фомич,Ferencvárosi TC,полузащитник,10,15
Taiwan,Григорьев Виссарион Феликсович,Slavia Prague,вратарь,9,-4
Samoa,Абрамов Анатолий Игоревич,Saint-Étienne,полузащитник,2,17
Saint Lucia,Матвеев Максим Филимонович,Estudiantes,нападающий,8,18
Slovenia,Мартынов Валентин Аверьянович,Dynamo Kyiv,полузащитник,2,30
Australia,Кудряшов Леонтий Якубович,Paris Saint-Germain,вратарь,7,-4
Costa Rica,Тетерин Адам Анисимович,Benfica,защитник,2,30
Chad,Некрасов Гаврила Елисеевич,Everton,нападающий,8,25
San Marino,Мухин Игнатий Еремеевич,Libertad,нападающий,10,12
Bulgaria,Субботин Вышеслав Арсеньевич,Újpest,полузащитник,7,13
Japan,Логинов Евстафий Демьянович,Monaco,вратарь,2,-21
Italy,Максимов Сократ Ефимович,Roma,вратарь,4,-25
Nigeria,Титов Автоном Ерофеевич,Levski Sofia,вратарь,8,-22
South Africa,Сергеев Ладимир Игнатьевич,Anderlecht,защитник,6,8
Bermuda,Лаврентьев Антонин Анисимович,Olympique Lyonnais,полузащитник,7,30
Korea (North),Лыткин Амвросий Гертрудович,San Lorenzo,полузащитник,3,18
Pakistan,Жданов Сильвестр Гавриилович,Hajduk Split,вратарь,9,-15
Malawi,Кудряшов Аникита Эдгарович,Sparta Prague,вратарь,9,-6
Greece,Новиков Иннокентий Власович,Espérance,вратарь,4,-2
Kenya,Юдин Авдей Игоревич,Sporting,вратарь,8,-16
Rwanda,Герасимов Валерий Богданович,Sparta Prague,полузащитник,9,17
Netherlands Antilles,Богданов Федор Владленович,Saint-Étienne,нападающий,8,8
Congo,Устинов Капитон Ильясович,Cerro Porteño,полузащитник,5,14
Grenada,Петухов Тихон Федосеевич,Fiorentina,полузащитник,9,23
Seychelles,Сидоров Антип Витальевич,Red Star Belgrade,защитник,5,1
Czech Republic,Стрелков Мина Ерофеевич,Porto,нападающий,10,14
Cameroon,Дорофеев Никандр Чеславович,PSV Eindhoven,полузащитник,10,8
Romania,Ларионов Георгий Харитонович,Peñarol,полузащитник,2,19
Bahrain,Некрасов Фотий Жоресович,Zamalek,нападающий,1,1
Netherlands Antilles,Кузьмин Якуб Анатольевич,Olympique Lyonnais,вратарь,7,-21
Afghanistan,Федосеев Осип Чеславович,Valencia,защитник,5,26
Sudan,Фадеев Лука Ерофеевич,Chelsea,вратарь,8,-8
Vatican City State,Голубев Фирс Елизарович,CSKA Sofia,нападающий,3,18
Iceland,Титов Евдоким Ааронович,Universitario,полузащитник,10,17
Italy,Самсонов Олимпий Жоресович,Olimpia,защитник,5,21
Gibraltar,Михеев Доброслав Ааронович,São Paulo,защитник,4,23
Gabon,Крюков Любосмысл Августович,IFK Göteborg,полузащитник,9,16
Haiti,Симонов Демьян Антонович,Roma,нападающий,10,14
Jordan,Макаров Валерий Фадеевич,Köln,защитник,1,25
Pitcairn,Козлов Куприян Фёдорович,Lazio,защитник,7,15
Ethiopia,Михеев Леонтий Августович,Ajax,защитник,6,11
Sri Lanka,Молчанов Леонтий Игнатович,Roma,полузащитник,7,13
Mexico,Федосеев Сигизмунд Андреевич,Independiente,вратарь,2,-24
Saint Kitts And Nevis,Белоусов Автоном Адамович,Malmö,полузащитник,4,30
French Polynesia,Мельников Никифор Владиславович,Universidad Católica,вратарь,4,-2
Hong Kong,Веселов Корнил Глебович,Saint-Étienne,нападающий,8,18
El Salvador,Пестов Флорентин Власович,Cruzeiro,полузащитник,4,17
Rwanda,Крюков Виктор Абрамович,Borussia Dortmund,полузащитник,1,22
Netherlands,Красильников Арсений Гавриилович,Juventus,вратарь,6,-8
Dominican Republic,Устинов Борис Викентьевич,Athletic Bilbao,защитник,3,17
Viet Nam,Кудрявцев Исай Дмитриевич,Palmeiras,вратарь,1,-9
New Caledonia,Гущин Аникей Афанасьевич,Colo-Colo,нападающий,4,26
Cuba,Карпов Милен Дмитриевич,Ajax,вратарь,1,-17
Ecuador,Зимин Виталий Венедиктович,Manchester United,нападающий,6,17
Colombia,Журавлев Ипполит Ильич,Hamburger SV,полузащитник,3,17
Kiribati,Зуев Якуб Адрианович,Rangers,полузащитник,4,10
Argentina,Терентьев Артемий Еремеевич,Dynamo Kyiv,полузащитник,6,5
Guam,Вишняков Аггей Марсович,San Lorenzo,нападающий,10,20
Austria,Семенов Ипполит Всеволодович,IFK Göteborg,нападающий,3,18
New Zealand,Голубев Савватий Зиновьевич,Benfica,полузащитник,4,22
Egypt,Герасимов Вацлав Венедиктович,Borussia Dortmund,нападающий,6,25
Lesotho,Самойлов Каллистрат Денисович,Levski Sofia,защитник,1,2
New Caledonia,Данилов Мартьян Игнатьевич,Levski Sofia,полузащитник,8,2
Aruba,Лаврентьев Николай Иосифович,Panathinaikos,нападающий,8,17
Slovenia,Герасимов Макар Геннадиевич,Red Star Belgrade,полузащитник,7,22
Cuba,Денисов Фотий Федосеевич,Athletic Bilbao,вратарь,9,-15
Panama,Лукин Парамон Яковлевич,Independiente,полузащитник,9,30
Rwanda,Никитин Вышеслав Исидорович,Universitario,вратарь,7,-13
Sudan,Аксенов Евстигней Артёмович,Monaco,вратарь,4,-24
Zimbabwe,Родионов Мирослав Елисеевич,Borussia Dortmund,защитник,4,23
Liechtenstein,Корнилов Олимпий Гаврилович,Juventus,нападающий,8,3
French S. Territories,Алексеев Данила Ефстафьевич,Sparta Prague,полузащитник,1,6
Gibraltar,Данилов Емельян Брониславович,Borussia Dortmund,защитник,6,10
Denmark,Брагин Лаврентий Терентьевич,PSV Eindhoven,защитник,10,16
Belarus,Федоров Спиридон Фокич,Club Brugge,защитник,1,23
Bangladesh,Федотов Парамон Тихонович,River Plate,защитник,5,14
Singapore,Мамонтов Самсон Егорович,MTK Budapest,нападающий,7,16
Seychelles,Дроздов Иннокентий Августович,Everton,полузащитник,6,22
Gibraltar,Марков Ярополк Артёмович,Colo-Colo,вратарь,1,-17
Niue,Данилов Потап Чеславович,Köln,вратарь,1,-4
Guadeloupe,Носков Дмитрий Артемьевич,Partizan,нападающий,9,14
Mauritius,Гурьев Ипатий Владиленович,Galatasaray,нападающий,1,20
Norway,Лазарев Христофор Евстигнеевич,Celtic,вратарь,3,-6
Qatar,Агафонов Денис Ануфриевич,Linfield,вратарь,5,-20
Japan,Новиков Софон Всеволодович,Monaco,нападающий,7,9
Belize,Жуков Ананий Афанасьевич,Olympique Marseille,вратарь,5,-3
Saint Kitts And Nevis,Кузнецов Мирон Еремеевич,Ajax,защитник,7,4
Northern Mariana Islands,Колобов Фока Виленович,Torino,нападающий,10,26
Cyprus,Воронцов Адам Филатович,Al Ahly,защитник,6,6
Singapore,Куликов Гедеон Вячеславович,Red Star Belgrade,полузащитник,7,27
Guadeloupe,Моисеев Мартьян Августович,Manchester United,нападающий,1,17
Mali,Королев Олег Гавриилович,Racing,защитник,5,26
Benin,Ефремов Милован Харлампьевич,Saint-Étienne,нападающий,9,13
St.Pierre,Громов Фирс Терентьевич,Club Brugge,полузащитник,9,23
Greece,Филатов Данила Артемьевич,Malmö,нападающий,2,12
Brazil,Матвеев Аполлон Трифонович,CSKA Sofia,полузащитник,8,10
Ireland,Котов Гордей Ефстафьевич,Valencia,защитник,8,6
Malta,Киселев Терентий Бориславович,Partizan,нападающий,2,19
Greenland,Лихачев Егор Филиппович,Vasco da Gama,нападающий,2,30
Ukraine,Устинов Фадей Иосипович,Feyenoord,нападающий,9,20
Portugal,Андреев Фирс Арсенович,Schalke,защитник,7,2
Suriname,Маслов Остап Филимонович,Borussia Dortmund,вратарь,6,-24
Malaysia,Калашников Потап Ефремович,Fiorentina,полузащитник,4,17
Ghana,Ефимов Ипполит Феофанович,Galatasaray,защитник,6,15
Central African Rep,Филатов Иларион Ануфриевич,Colo-Colo,полузащитник,3,25
Senegal,Громов Святополк Григорьевич,Real Madrid,защитник,3,7
Jamaica,Мухин Геннадий Терентьевич,Real Madrid,вратарь,3,-8
Saint Kitts And Nevis,Бобылев Демьян Алексеевич,Estudiantes,полузащитник,4,6
Israel,Давыдов Макар Гертрудович,Bayern Munich,вратарь,2,-22
Panama,Иванов Болеслав Фролович,Rapid Wien,вратарь,2,-21
United Arab Emirates,Шарапов Остромир Елисеевич,Partizan,полузащитник,9,18
Nigeria,Кулагин Ростислав Феликсович,Steaua Bucureşti,нападающий,7,19
Portugal,Бобылев Август Дорофеевич,Hamburger SV,вратарь,8,-24
Pakistan,Муравьев Лаврентий Брониславович,Schalke,нападающий,2,1
Grenada,Александров Игнатий Денисович,Nacional,защитник,4,2
Papua New Guinea,Дьячков Всеслав Давыдович,Real Madrid,нападающий,10,12
El Salvador,Артемьев Андрон Эдгардович,Malmö,вратарь,5,-20
Gibraltar,Гаврилов Модест Валентинович,Rangers,вратарь,4,-9
Syrian Arab Republic,Данилов Мстислав Гавриилович,Saint-Étienne,нападающий,10,6
Netherlands Antilles,Капустин Корнил Давыдович,Olimpia,нападающий,3,6
Iraq,Жданов Егор Богданович,Schalke,защитник,2,22
Uruguay,Бирюков Ермолай Ильясович,Red Star Belgrade,защитник,8,4
Chad,Гусев Елисей Давыдович,Barcelona,нападающий,7,11
Puerto Rico,Фомичев Андрей Елисеевич,Napoli,полузащитник,9,7
Mongolia,Пономарев Захар Харитонович,Újpest,полузащитник,6,28
Papua New Guinea,Гаврилов Софрон Эдгардович,Hamburger SV,вратарь,8,-29
Marshall Islands,Федотов Всеволод Демьянович,Olympiacos,вратарь,1,-17
Mali,Селезнев Аполлон Владиленович,Girondins de Bordeaux,полузащитник,3,18
Japan,Константинов Илья Изотович,Atlético Mineiro,вратарь,9,-4
Spain,Кондратьев Олег Даниилович,Fenerbahçe,защитник,2,15
India,Сидоров Каллистрат Феофанович,Slavia Prague,полузащитник,2,27
Madagascar,Цветков Харлампий Бориславович,Austria Wien,полузащитник,2,15
Lesotho,Миронов Симон Владленович,Chelsea,защитник,7,16
Mexico,Егоров Варлаам Феоктистович,Paris Saint-Germain,полузащитник,6,7
New Zealand,Горбунов Юлий Филиппович,Porto,нападающий,8,1
Djibouti,Хохлов Пимен Викентьевич,Schalke,защитник,2,14
Comoros,Родионов Гремислав Геннадиевич,Chelsea,вратарь,2,-30
Guatemala,Панфилов Конон Яковлевич,Nacional,защитник,10,1
Gabon,Панфилов Изот Данилович,Universidad Católica,защитник,10,13
Anguilla,Самойлов Селиван Терентьевич,Club Brugge,защитник,9,8
Fiji,Аксенов Юлий Исидорович,Olympiacos,полузащитник,2,10
East Timor,Куликов Демьян Борисович,Sporting,полузащитник,4,17
Paraguay,Ширяев Панфил Андреевич,Santos,вратарь,2,-5
Latvia,Ширяев Всеслав Арсенович,Universitario,полузащитник,2,10
Japan,Рогов Устин Устинович,Tottenham Hotspur,защитник,8,8
American Samoa,Гуляев Наум Герасимович,Fenerbahçe,полузащитник,6,6
Ukraine,Евдокимов Всеволод Денисович,Spartak Moscow,защитник,1,23
Ethiopia,Журавлев Мечислав Валерьевич,Hajduk Split,защитник,7,27
San Marino,Бобылев Аникита Германович,Fenerbahçe,защитник,3,23
Iran,Агафонов Никита Егорович,Linfield,вратарь,4,-25
Burundi,Анисимов Сидор Брониславович,Rangers,вратарь,7,-18
Burundi,Евсеев Авдей Герасимович,Espérance,нападающий,8,15
Tokelau,Гурьев Назар Анатольевич,Panathinaikos,защитник,3,4
Kiribati,Пахомов Творимир Васильевич,Arsenal,полузащитник,7,1
Syrian Arab Republic,Ковалев Радислав Викторович,Independiente,вратарь,9,-24
Chad,Стрелков Изот Егорович,Estudiantes,полузащитник,9,3
Jordan,Матвеев Станислав Егорович,Grêmio,нападающий,3,11
American Samoa,Давыдов Евсей Брониславович,Girondins de Bordeaux,вратарь,5,-13
Azerbaijan,Филиппов Олег Артёмович,Barcelona,нападающий,1,30
Bulgaria,Рябов Милен Феликсович,Everton,нападающий,9,8
Saint Kitts And Nevis,Силин Никифор Богданович,Flamengo,полузащитник,9,27
Vatican City State,Тетерин Кондратий Денисович,Corinthians,защитник,10,30
Oman,Авдеев Радим Трофимович,Everton,защитник,2,23
Iraq,Константинов Мартьян Дорофеевич,Cruzeiro,защитник,1,10
El Salvador,Молчанов Святослав Чеславович,PSV Eindhoven,защитник,4,20
Libya,Миронов Рюрик Власович,Werder Bremen,полузащитник,10,4
South Africa,Крюков Ратмир Филимонович,Sparta Prague,защитник,2,30
Paraguay,Петров Модест Жоресович,Bayern Munich,вратарь,2,-2
Uzbekistan,Пономарев Лазарь Игоревич,Dinamo Bucureşti,защитник,8,1
Korea (South),Михеев Кир Викторович,Werder Bremen,нападающий,9,2
Indonesia,Новиков Руслан Денисович,PSV Eindhoven,защитник,3,27
Equatorial Guinea,Аксенов Прохор Брониславович,IFK Göteborg,вратарь,7,-24
Syrian Arab Republic,Галкин Кир Тимурович,Manchester United,вратарь,3,-10
Tunisia,Бирюков Валентин Ануфриевич,Fiorentina,вратарь,3,-7
Pitcairn,Чернов Ермолай Григорьевич,Real Madrid,нападающий,6,26
Poland,Бирюков Ювеналий Иосипович,Dinamo Bucureşti,вратарь,3,-11
Botswana,Морозов Викентий Ануфриевич,Anderlecht,нападающий,1,29
Puerto Rico,Корнилов Вышеслав Федотович,Boca Juniors,вратарь,3,-25
Honduras,Галкин Дорофей Артёмович,Real Madrid,защитник,8,14
Bermuda,Фокин Радован Гертрудович,Al Ahly,нападающий,3,10
Macedonia,Павлов Ростислав Елизарович,Olympiacos,нападающий,3,12
Spain,Максимов Харлампий Ануфриевич,Aston Villa,нападающий,10,13
Panama,Белозеров Тимур Данилович,Red Star Belgrade,защитник,10,2
Aruba,Ильин Емельян Авдеевич,Barcelona,защитник,6,16
Sudan,Лыткин Савватий Феофанович,Santos,вратарь,7,-19
Togo,Зуев Глеб Анисимович,Internacional,нападающий,8,1
Nauru,Хохлов Всемил Игнатович,Zamalek,вратарь,9,-19
Palau,Ершов Автоном Ермолаевич,Peñarol,нападающий,3,7
Bhutan,Белоусов Гостомысл Герасимович,Slavia Prague,вратарь,8,-21
Honduras,Вишняков Бронислав Евсеевич,Everton,защитник,6,6
Burkina Faso,Муравьев Алексей Егорович,Al Ahly,нападающий,7,12
Ireland,Котов Гурий Денисович,Napoli,нападающий,3,27
Gabon,Дементьев Ермил Богданович,Malmö,защитник,4,18
Japan,Блохин Филарет Бориславович,Galatasaray,вратарь,8,-16
Turkmenistan,Пономарев Пимен Тарасович,Liverpool,защитник,8,21
Virgin Islands (British),Молчанов Прокл Валентинович,Panathinaikos,вратарь,2,-18
Tanzania,Веселов Макар Фёдорович,Monaco,защитник,5,3
Ukraine,Тихонов Доброслав Харлампьевич,Hamburger SV,защитник,8,12
Switzerland,Нестеров Тарас Гертрудович,Fenerbahçe,нападающий,3,17
Cote D`ivoire,Никонов Дмитрий Дорофеевич,Everton,вратарь,10,-27
Cook Islands,Горшков Артем Викторович,Borussia Dortmund,защитник,2,9
Kiribati,Колесников Вячеслав Александрович,Olympique Marseille,нападающий,7,14
Laos,Гущин Аристарх Брониславович,Napoli,нападающий,3,23
United Arab Emirates,Рожков Назар Якубович,Sparta Prague,вратарь,4,-3
Peru,Исаков Эраст Харитонович,Olimpia,полузащитник,6,28
Northern Mariana Islands,Михайлов Евлампий Богданович,Olimpia,полузащитник,3,5
Kenya,Зимин Юлиан Ефимьевич,Peñarol,нападающий,8,30
Gambia,Иванов Вышеслав Александрович,Corinthians,защитник,9,15
Djibouti,Копылов Аристарх Викторович,Olympique Marseille,вратарь,1,-14
Sri Lanka,Шаров Нифонт Харламович,Vasco da Gama,защитник,3,20
Antarctica,Емельянов Евгений Фокич,Rapid Wien,полузащитник,4,28
French Polynesia,Степанов Остромир Филимонович,Celtic,вратарь,6,-14
United Arab Emirates,Шилов Епифан Зиновьевич,Peñarol,вратарь,10,-29
Greece,Андреев Ермолай Иларионович,Vélez Sarsfield,полузащитник,3,6
Virgin Islands (British),Русаков Евсей Федотович,CSKA Sofia,полузащитник,1,21
Taiwan,Лазарев Потап Харитонович,Partizan,вратарь,6,-13
Bhutan,Воронов Фока Теймуразович,Monaco,полузащитник,6,20
Bangladesh,Костин Демид Ааронович,Roma,защитник,1,6
Belgium,Рогов Наум Егорович,Fenerbahçe,вратарь,8,-24
Kyrgyzstan,Гришин Демид Эдгардович,Nacional,полузащитник,4,1
Malaysia,Лобанов Селиван Гордеевич,Olimpia,полузащитник,9,4
Nauru,Самойлов Потап Борисович,PSV Eindhoven,нападающий,9,3
Dominica,Суханов Леонтий Терентьевич,Schalke,полузащитник,2,13
Nigeria,Наумов Борис Августович,Olympique Marseille,защитник,1,19
Sri Lanka,Степанов Никита Владиленович,Roma,защитник,9,24
Vanuatu,Красильников Вышеслав Аверьянович,Inter Milan,вратарь,6,-19
Thailand,Терентьев Леонтий Жанович,Barcelona,нападающий,10,1
Syrian Arab Republic,Кабанов Селиван Артёмович,Club Brugge,нападающий,3,9
Ethiopia,Пахомов Аполлон Устинович,Grasshopper Club Zürich,полузащитник,8,13
Nauru,Уваров Азарий Харлампович,Manchester United,вратарь,2,-14
Greece,Рогов Евдоким Харлампович,Red Star Belgrade,вратарь,7,-20
Malaysia,Шаров Селиверст Дорофеевич,Porto,защитник,2,15
Mozambique,Кудряшов Милен Якубович,Újpest,полузащитник,1,26
Botswana,Козлов Кир Данилович,Celtic,нападающий,8,7
Monaco,Мельников Феоктист Жанович,Partizan,защитник,7,20
Haiti,Мухин Флорентин Демьянович,Monaco,вратарь,6,-27
Germany,Корнилов Каллистрат Арсеньевич,Corinthians,вратарь,10,-5
Equatorial Guinea,Журавлев Осип Артёмович,Internacional,вратарь,9,-14
Canada,Жданов Севастьян Арсеньевич,Spartak Moscow,полузащитник,8,16
Lesotho,Алексеев Валентин Эдгардович,Levski Sofia,нападающий,2,6
Mauritius,Зуев Устин Владиславович,Linfield,нападающий,3,18
Djibouti,Волков Твердислав Трифонович,Anderlecht,полузащитник,6,25
Niger,Дементьев Гордей Эдгарович,Feyenoord,нападающий,5,27
Reunion,Кузьмин Константин Яковлевич,Flamengo,вратарь,1,-11
Korea (North),Горбачев Тихон Терентьевич,Real Madrid,нападающий,8,5
Saint Lucia,Романов Рубен Яковлевич,Tottenham Hotspur,вратарь,10,-14
Gambia,Мартынов Аверкий Фомич,Cruzeiro,полузащитник,8,26
Sri Lanka,Васильев Кондрат Марсович,Juventus,полузащитник,3,4
Seychelles,Родионов Филипп Демидович,Tottenham Hotspur,защитник,9,25
Thailand,Кудрявцев Иларион Ермолаевич,Barcelona,нападающий,2,26
Virgin Islands (U.S.),Зиновьев Милан Юльевич,Saint-Étienne,вратарь,8,-10
Slovenia,Никифоров Игорь Ильясович,Levski Sofia,полузащитник,6,12
Chad,Аксенов Ростислав Елизарович,Cruzeiro,полузащитник,2,19
Korea (North),Цветков Наркис Иосифович,Ferencvárosi TC,вратарь,10,-23
