Страна,ФИО,Клуб,Амплуа,Количество матчей,Количество мячей
Spain,Кудряшов Фока Валерьевич,Liverpool,вратарь,10,-4
Canada,Логинов Милий Витальевич,Atlético Mineiro,полузащитник,9,29
Sudan,Лобанов Онуфрий Андреевич,Vasco da Gama,нападающий,2,5
Nicaragua,Алексеев Якуб Федотович,Fenerbahçe,полузащитник,9,23
Bolivia,Селезнев Авдей Вилорович,Colo-Colo,нападающий,8,21
United Arab Emirates,Соколов Ювеналий Харлампович,Slavia Prague,вратарь,5,-29
Somalia,Лаврентьев Федот Тимурович,Universidad de Chile,нападающий,3,8
Uruguay,Назаров Артем Изотович,Everton,вратарь,9,-17
Jordan,Лебедев Натан Тимурович,Saint-Étienne,защитник,7,13
Switzerland,Фадеев Милан Фомич,Dynamo Kyiv,нападающий,10,23
Botswana,Петухов Милий Игнатьевич,Dinamo Bucureşti,полузащитник,5,1
Gibraltar,Бобров Флорентин Аксёнович,Köln,защитник,4,13
Indonesia,Лапин Аркадий Фролович,Grasshopper Club Zürich,полузащитник,2,14
Cameroon,Шилов Лев Герасимович,Atlético Madrid,нападающий,1,19
French Guiana,Голубев Елисей Виленович,Internacional,нападающий,1,15
Cameroon,Воронцов Казимир Ааронович,Monaco,нападающий,8,4
Madagascar,Суворов Аникей Денисович,Napoli,вратарь,5,-6
Bangladesh,Калинин Демьян Иосипович,Liverpool,вратарь,10,-27
Belgium,Лихачев Юлий Изотович,Rangers,вратарь,8,-23
Tonga,Потапов Ульян Богданович,Monaco,вратарь,5,-21
Morocco,Виноградов Авдей Игнатьевич,Ajax,нападающий,4,19
Malta,Поляков Арсений Федотович,Aston Villa,защитник,3,12
El Salvador,Ильин Варлаам Евстигнеевич,Independiente,нападающий,4,12
Solomon Islands,Попов Лучезар Вилорович,Olympiacos,защитник,5,26
Ghana,Денисов Андрон Гурьевич,Werder Bremen,вратарь,8,-20
Iraq,Силин Велимир Ефимьевич,Ferencvárosi TC,вратарь,4,-3
Sweden,Кононов Гордей Гавриилович,Sparta Prague,вратарь,9,-16
South Africa,Калинин Милован Артемьевич,Dynamo Kyiv,полузащитник,3,18
Tunisia,Белозеров Любосмысл Юлианович,Olympique Lyonnais,нападающий,1,29
Viet Nam,Михеев Федосий Эдгардович,Grêmio,нападающий,10,26
Saint Lucia,Зимин Радислав Елизарович,Dynamo Kyiv,вратарь,4,-19
Taiwan,Иванов Матвей Изотович,Slavia Prague,нападающий,9,29
Tonga,Нестеров Георгий Игоревич,Vasco da Gama,вратарь,4,-19
Tonga,Федотов Михаил Якубович,Atlético Nacional,вратарь,1,-23
Nigeria,Козлов Никодим Ефимович,Újpest,вратарь,2,-16
Nauru,Бобров Милен Ааронович,Fenerbahçe,полузащитник,3,19
Gibraltar,Юдин Святослав Терентьевич,Grêmio,нападающий,1,4
Martinique,Гурьев Савва Ааронович,Aston Villa,защитник,8,21
Ethiopia,Исаков Эмиль Абрамович,Werder Bremen,нападающий,6,20
Moldova,Власов Амос Юлианович,Cerro Porteño,нападающий,8,6
Puerto Rico,Мишин Пров Бенедиктович,Monaco,защитник,7,15
Maldives,Зайцев Ладимир Всеволодович,América de Cali,нападающий,5,6
Ghana,Осипов Гремислав Изотович,Borussia Mönchengladbach,нападающий,7,28
Cyprus,Елисеев Евсей Афанасьевич,Anderlecht,защитник,6,1
Sweden,Горбунов Арсений Валентинович,Nacional,защитник,1,9
Bahrain,Баранов Александр Денисович,Juventus,нападающий,3,5
Senegal,Кириллов Ким Германович,Estudiantes,полузащитник,5,14
Kyrgyzstan,Бобров Влас Артурович,Napoli,вратарь,10,-10
Macedonia,Кабанов Иосиф Викентьевич,Cerro Porteño,нападающий,6,7
Angola,Дементьев Мокей Владленович,Peñarol,защитник,4,6
Morocco,Федосеев Мина Ефимьевич,Dinamo Zagreb,полузащитник,7,21
Falkland Islands (Malvinas),Николаев Дементий Фокич,Fiorentina,защитник,7,15
Dominican Republic,Яковлев Иван Васильевич,Inter Milan,защитник,4,10
Swaziland,Маслов Серафим Викентьевич,Feyenoord,нападающий,6,16
Congo,Калашников Никанор Жанович,Levski Sofia,защитник,9,6
Seychelles,Филиппов Пантелеймон Георгиевич,Tottenham Hotspur,защитник,10,22
Belize,Доронин Михей Иосифович,Monaco,защитник,5,20
Norway,Антонов Гордей Елисеевич,Vélez Sarsfield,нападающий,7,28
Israel,Русаков Евсей Абрамович,Flamengo,защитник,2,7
Netherlands Antilles,Рогов Болеслав Борисович,IFK Göteborg,защитник,8,14
Belize,Мельников Руслан Виленович,Dynamo Kyiv,нападающий,5,25
Hong Kong,Мартынов Мстислав Тимурович,Everton,нападающий,10,22
Congo,Рожков Ефрем Чеславович,San Lorenzo,защитник,9,16
Thailand,Горбачев Борислав Арсеньевич,América de Cali,защитник,5,14
Iran,Макаров Каллистрат Геннадиевич,Anderlecht,полузащитник,2,4
Bangladesh,Федосеев Галактион Арсенович,Dynamo Kyiv,нападающий,9,24
East Timor,Карпов Пров Александрович,Dynamo Kyiv,защитник,1,21
Cayman Islands,Горшков Пров Валерианович,Rangers,защитник,5,18
Mexico,Никифоров Родион Арсеньевич,Schalke,вратарь,9,-16
Sweden,Комаров Варфоломей Яковлевич,Atlético Madrid,вратарь,8,-27
Afghanistan,Мишин Потап Адамович,Celtic,защитник,5,24
Armenia,Фокин Моисей Ермолаевич,Cruzeiro,нападающий,8,5
Taiwan,Красильников Руслан Валерьянович,Boca Juniors,нападающий,8,4
New Zealand,Герасимов Прокл Власович,Anderlecht,вратарь,8,-18
Central African Rep,Мартынов Герасим Фокич,Juventus,защитник,3,22
Virgin Islands (U.S.),Горшков Ермил Григорьевич,Austria Wien,нападающий,4,10
Palau,Овчинников Филарет Антонович,Internacional,вратарь,10,-9
Korea (North),Зайцев Иосиф Фролович,Monaco,полузащитник,3,6
Zaire,Новиков Изяслав Ильич,Al Ahly,вратарь,7,-8
Morocco,Блохин Виктор Бориславович,Celtic,защитник,2,21
Colombia,Мельников Вячеслав Харлампович,Atlético Mineiro,защитник,6,19
Romania,Антонов Радим Фадеевич,Hamburger SV,нападающий,7,30
Reunion,Тимофеев Изяслав Викентьевич,Olympique Lyonnais,полузащитник,8,27
Guinea,Кудряшов Доброслав Владленович,IFK Göteborg,защитник,9,23
French Polynesia,Большаков Светозар Эдуардович,Atlético Nacional,полузащитник,1,8
Philippines,Мухин Герасим Зиновьевич,Universidad Católica,защитник,3,8
Russian Federation,Михайлов Давыд Тимурович,Universitario,нападающий,10,14
Sweden,Титов Степан Зиновьевич,Dinamo Zagreb,нападающий,9,13
Iraq,Борисов Добромысл Исидорович,Universitario,вратарь,2,-9
Mongolia,Одинцов Христофор Харламович,Borussia Dortmund,нападающий,5,12
Uzbekistan,Орехов Владлен Демьянович,Linfield,защитник,3,8
Yugoslavia,Виноградов Варлаам Игнатьевич,Club América,защитник,8,1
Pakistan,Ефимов Венедикт Гурьевич,São Paulo,полузащитник,5,27
Libya,Комаров Трифон Аверьянович,Paris Saint-Germain,нападающий,6,11
Honduras,Калашников Пимен Герасимович,A.C. Milan,нападающий,7,7
Djibouti,Дорофеев Изяслав Геннадиевич,Fenerbahçe,нападающий,5,30
Argentina,Киселев Матвей Демьянович,A.C. Milan,вратарь,2,-14
Canada,Соколов Максим Иосифович,Dynamo Kyiv,полузащитник,10,19
Azerbaijan,Колесников Ефрем Богданович,Palmeiras,защитник,5,20
Netherlands Antilles,Харитонов Евстигней Антонович,Red Star Belgrade,полузащитник,9,5
El Salvador,Калашников Емельян Данилович,Universidad de Chile,защитник,5,4
Suriname,Рыбаков Евграф Трофимович,MTK Budapest,полузащитник,6,7
Iraq,Вишняков Ладислав Харлампович,Racing,полузащитник,1,26
Mali,Красильников Еремей Гордеевич,Tottenham Hotspur,нападающий,7,11
Liberia,Ковалев Ефим Фокич,Schalke,полузащитник,2,15
Macedonia,Карпов Анатолий Валерьянович,Saint-Étienne,защитник,1,28
Philippines,Терентьев Давыд Бориславович,Real Madrid,полузащитник,3,21
Tonga,Мамонтов Христофор Викентьевич,Galatasaray,защитник,8,26
Sudan,Владимиров Моисей Феодосьевич,Saint-Étienne,полузащитник,7,11
India,Кабанов Тарас Елизарович,Universidad de Chile,полузащитник,1,18
Paraguay,Носов Ерофей Герасимович,Torino,защитник,5,24
Syrian Arab Republic,Веселов Эрнст Иларионович,San Lorenzo,полузащитник,5,7
Bosnia And Herzegowina,Козлов Порфирий Тихонович,Libertad,нападающий,5,20
Congo,Медведев Автоном Эдгардович,Olympiacos,защитник,10,13
United States,Гущин Ипатий Фокич,Club América,защитник,1,18
Costa Rica,Никифоров Мартьян Валерьянович,Schalke,вратарь,7,-11
Turkmenistan,Медведев Софон Филимонович,Valencia,полузащитник,5,19
India,Фомин Измаил Захарьевич,Universidad de Chile,вратарь,2,-16
Monaco,Дроздов Герасим Глебович,Monaco,защитник,3,21
India,Беспалов Феофан Ильич,PSV Eindhoven,вратарь,9,-24
United States,Романов Игнатий Феликсович,Nacional,нападающий,4,5
Swaziland,Воронов Викторин Антипович,Malmö,защитник,8,15
Afghanistan,Белов Никанор Аверьянович,PSV Eindhoven,защитник,9,21
Guyana,Степанов Мокей Елизарович,Panathinaikos,нападающий,6,14
Antarctica,Мухин Соломон Артемьевич,Ferencvárosi TC,полузащитник,7,22
Mozambique,Кабанов Мариан Эдгардович,Boca Juniors,вратарь,5,-8
Moldova,Калашников Агафон Тарасович,Partizan,нападающий,10,6
Tonga,Никонов Мокей Харлампьевич,Everton,полузащитник,8,12
Poland,Журавлев Аникей Августович,Manchester United,вратарь,4,-2
Guadeloupe,Большаков Терентий Зиновьевич,Dinamo Zagreb,полузащитник,4,9
Israel,Сергеев Доброслав Феоктистович,Monaco,полузащитник,7,19
Benin,Горбунов Ростислав Феликсович,Chelsea,вратарь,3,-19
China,Панов Федот Анисимович,Rapid Wien,вратарь,1,-14
Suriname,Шарапов Самуил Феофанович,Grasshopper Club Zürich,нападающий,10,1
Palau,Ширяев Ипатий Трофимович,River Plate,нападающий,5,23
Senegal,Абрамов Аскольд Валерьянович,Linfield,нападающий,8,16
Morocco,Владимиров Лукьян Феофанович,Santos,нападающий,5,19
China,Нестеров Парамон Артёмович,Sparta Prague,защитник,1,3
Northern Mariana Islands,Архипов Михей Феликсович,Espérance,нападающий,3,3
Grenada,Блохин Август Давыдович,Rangers,вратарь,10,-26
Iceland,Белозеров Еремей Харлампович,Universitario,защитник,9,25
Cote D`ivoire,Семенов Мечислав Виленович,Real Madrid,защитник,4,7
Guyana,Комиссаров Мефодий Фёдорович,Barcelona,защитник,10,5
Guadeloupe,Сидоров Никодим Владиславович,River Plate,нападающий,4,22
Portugal,Игнатьев Феоктист Аверьянович,Steaua Bucureşti,вратарь,6,-8
Gabon,Гуляев Ираклий Феофанович,Internacional,вратарь,1,-21
Japan,Федосеев Ермил Викторович,Boca Juniors,вратарь,4,-10
Liechtenstein,Белозеров Светозар Васильевич,Benfica,полузащитник,7,2
Bahamas,Веселов Викторин Андреевич,Levski Sofia,вратарь,5,-7
Korea (South),Лазарев Кирилл Дмитриевич,Levski Sofia,нападающий,6,7
Cayman Islands,Зайцев Адриан Исидорович,Köln,вратарь,8,-7
Cote D`ivoire,Мишин Ипат Бенедиктович,Panathinaikos,защитник,10,18
Grenada,Лобанов Тит Дорофеевич,Juventus,полузащитник,5,25
Greece,Захаров Лука Трофимович,Saint-Étienne,вратарь,2,-12
United Kingdom,Юдин Аристарх Дмитриевич,Everton,полузащитник,5,26
Luxembourg,Кабанов Григорий Елизарович,Manchester United,полузащитник,1,3
Qatar,Владимиров Пахом Фадеевич,Corinthians,нападающий,9,7
Poland,Копылов Клавдий Денисович,Barcelona,нападающий,7,9
Samoa,Зуев Эраст Богданович,A.C. Milan,вратарь,9,-22
Oman,Суворов Борис Тихонович,Sporting,полузащитник,10,17
Guinea-bissau,Калинин Арсений Марсович,Köln,вратарь,9,-19
Yugoslavia,Игнатов Орест Елизарович,Ajax,защитник,3,4
Aruba,Терентьев Гремислав Филиппович,PSV Eindhoven,вратарь,1,-15
China,Фролов Устин Матвеевич,Atlético Madrid,нападающий,5,9
St.Pierre,Кабанов Эммануил Бориславович,América de Cali,защитник,10,16
Nigeria,Никитин Гурий Эдгардович,Celtic,нападающий,4,16
Guadeloupe,Устинов Артемий Зиновьевич,Spartak Moscow,полузащитник,2,19
Puerto Rico,Логинов Тарас Ильич,Universidad Católica,защитник,6,30
Cuba,Титов Аггей Дорофеевич,Malmö,защитник,7,29
Malta,Тарасов Прокофий Абрамович,Ferencvárosi TC,защитник,7,1
San Marino,Павлов Светозар Адрианович,PSV Eindhoven,полузащитник,9,21
Belize,Соловьев Марк Ильич,Grêmio,вратарь,10,-28
Azerbaijan,Лихачев Антип Анатольевич,Universidad de Chile,защитник,6,2
Chile,Андреев Устин Вячеславович,Fenerbahçe,вратарь,4,-17
Hong Kong,Дмитриев Филимон Демидович,Manchester United,вратарь,4,-24
Algeria,Казаков Павел Федосеевич,Roma,вратарь,9,-15
Argentina,Крюков Стоян Ааронович,Aston Villa,защитник,10,14
Estonia,Борисов Селиверст Анисимович,Estudiantes,защитник,9,2
Ireland,Мясников Любомир Фролович,Lazio,нападающий,9,4
Afghanistan,Лобанов Илья Гертрудович,Borussia Mönchengladbach,нападающий,5,13
Fiji,Лебедев Болеслав Еремеевич,Linfield,защитник,3,5
Guam,Афанасьев Аркадий Ермолаевич,Nacional,нападающий,2,27
Chile,Ковалев Аверьян Дорофеевич,Real Madrid,нападающий,6,25
Antarctica,Егоров Антип Жанович,Flamengo,вратарь,3,-27
Belgium,Тарасов Давыд Филиппович,Rangers,нападающий,9,17
Cocos Islands,Дмитриев Фирс Данилович,Colo-Colo,полузащитник,9,28
French Guiana,Макаров Венедикт Феофанович,Manchester United,защитник,4,15
Central African Rep,Фомичев Ипатий Венедиктович,Partizan,нападающий,8,2
Costa Rica,Соколов Борислав Гурьевич,Bayern Munich,полузащитник,1,14
Cape Verde,Шашков Автоном Ефимович,Porto,вратарь,9,-27
Djibouti,Александров Боян Андреевич,Porto,защитник,3,6
Mauritius,Андреев Варфоломей Виленович,Celtic,нападающий,10,15
Brunei Darussalam,Архипов Анисим Теймуразович,PSV Eindhoven,полузащитник,2,6
Kazakhstan,Гришин Трифон Юльевич,Arsenal,полузащитник,10,29
St Vincent/Grenadines,Панов Игнатий Бориславович,Cruzeiro,защитник,9,15
Austria,Шестаков Исай Егорович,Boca Juniors,защитник,8,14
French Guiana,Лобанов Прокл Еремеевич,Arsenal,вратарь,4,-27
Sudan,Степанов Нифонт Чеславович,Borussia Mönchengladbach,нападающий,10,30
Singapore,Белозеров Ферапонт Гавриилович,Sporting,вратарь,5,-30
Moldova,Горшков Григорий Жанович,Red Star Belgrade,нападающий,3,20
Nicaragua,Кабанов Прокофий Валерьянович,Fiorentina,вратарь,10,-19
Niue,Лапин Мина Изотович,Aston Villa,полузащитник,1,2
Dominican Republic,Белозеров Гедеон Юлианович,San Lorenzo,полузащитник,4,6
Micronesia,Наумов Аникей Аверьянович,Saint-Étienne,защитник,8,26
India,Комиссаров Евграф Андреевич,Racing,вратарь,9,-8
Germany,Рогов Савва Данилович,Espérance,вратарь,5,-4
Pakistan,Русаков Пимен Теймуразович,Vasco da Gama,вратарь,4,-19
Guyana,Симонов Андрей Марсович,Arsenal,вратарь,1,-28
Macau,Баранов Януарий Анисимович,Panathinaikos,нападающий,3,29
Cayman Islands,Мухин Любим Гертрудович,Boca Juniors,вратарь,3,-6
Niue,Симонов Викторин Харитонович,Benfica,вратарь,6,-8
Iraq,Туров Марк Иосипович,Racing,вратарь,6,-24
Dominica,Горшков Спиридон Бенедиктович,Club Brugge,полузащитник,2,11
Gibraltar,Панфилов Евсей Димитриевич,Torino,вратарь,1,-29
Indonesia,Владимиров Лукьян Анатольевич,Atlético Nacional,нападающий,2,13
Zimbabwe,Федоров Виталий Феофанович,CSKA Sofia,защитник,2,4
Sweden,Ермаков Сила Антипович,Grasshopper Club Zürich,нападающий,6,9
Tunisia,Буров Серафим Григорьевич,Juventus,нападающий,2,17
Turkmenistan,Голубев Ефрем Демидович,A.C. Milan,защитник,6,20
Virgin Islands (British),Шестаков Сила Измаилович,Vélez Sarsfield,полузащитник,10,15
Ecuador,Михеев Наум Иосифович,Hajduk Split,полузащитник,2,11
French Guiana,Родионов Евдоким Ефремович,Barcelona,защитник,5,29
Bermuda,Бобров Карл Эдгарович,Santos,полузащитник,8,3
Moldova,Калашников Эдуард Евсеевич,Atlético Nacional,полузащитник,1,11
Spain,Борисов Ипполит Иосипович,Universidad de Chile,полузащитник,6,7
Iraq,Емельянов Епифан Изотович,Tottenham Hotspur,вратарь,10,-29
Israel,Семенов Елисей Данилович,Tottenham Hotspur,нападающий,1,23
Antigua And Barbuda,Меркушев Анисим Анатольевич,Werder Bremen,защитник,5,13
American Samoa,Беляков Всеволод Адрианович,Fiorentina,вратарь,5,-9
Latvia,Самсонов Олег Филиппович,Zamalek,полузащитник,8,10
Ecuador,Устинов Каллистрат Антипович,Spartak Moscow,вратарь,1,-24
Cape Verde,Ширяев Никодим Елисеевич,Olimpia,нападающий,7,23
Hong Kong,Гуляев Софон Дмитриевич,Olympique Marseille,защитник,7,28
Palau,Муравьев Лукьян Викторович,Nacional,полузащитник,2,6
Uzbekistan,Фомичев Глеб Данилович,Saint-Étienne,нападающий,1,23
Iran,Горбунов Максим Афанасьевич,Rapid Wien,вратарь,7,-14
Bolivia,Комаров Никон Архипович,Rangers,вратарь,10,-16
Rwanda,Воронов Мефодий Изотович,Partizan,полузащитник,2,16
Djibouti,Русаков Януарий Гертрудович,Anderlecht,вратарь,6,-24
Bolivia,Горшков Спиридон Игнатович,América de Cali,вратарь,4,-22
Zimbabwe,Блинов Мирослав Жоресович,Olimpia,полузащитник,7,19
Vatican City State,Филатов Мокей Фомич,Club América,защитник,4,30
Niger,Николаев Епифан Вячеславович,Benfica,вратарь,5,-9
French Polynesia,Жуков Софон Всеволодович,Red Star Belgrade,вратарь,2,-5
Greece,Карпов Мирон Александрович,Grêmio,полузащитник,10,9
Congo,Мишин Милен Архипович,San Lorenzo,полузащитник,4,9
Luxembourg,Бобылев Лонгин Эдгарович,Panathinaikos,полузащитник,5,9
Viet Nam,Зайцев Ростислав Жанович,Aston Villa,нападающий,5,16
Guadeloupe,Русаков Радован Григорьевич,Aston Villa,нападающий,7,30
Czech Republic,Евдокимов Глеб Фролович,Libertad,полузащитник,6,21
Tajikistan,Муравьев Самуил Егорович,Anderlecht,нападающий,1,29
Mauritius,Красильников Александр Филатович,PSV Eindhoven,нападающий,7,5
Micronesia,Мамонтов Филипп Якубович,Valencia,нападающий,7,24
United States,Орлов Евсей Вячеславович,Valencia,вратарь,6,-15
Kenya,Медведев Леонтий Димитриевич,Slavia Prague,вратарь,9,-20
Venezuela,Трофимов Силантий Ефимьевич,Levski Sofia,нападающий,2,8
Uganda,Трофимов Парамон Ефимьевич,A.C. Milan,нападающий,9,14
Singapore,Селезнев Адам Венедиктович,Fenerbahçe,защитник,1,10
Malawi,Гурьев Пантелеймон Егорович,IFK Göteborg,защитник,3,27
Israel,Шарапов Автоном Демьянович,Chelsea,вратарь,6,-29
Slovakia,Миронов Аристарх Вячеславович,Tottenham Hotspur,нападающий,8,8
Bouvet Island,Рябов Ладимир Исидорович,Lazio,полузащитник,2,2
Tuvalu,Кондратьев Юрий Брониславович,Dynamo Kyiv,полузащитник,1,29
Portugal,Алексеев Руслан Анатольевич,Ferencvárosi TC,защитник,8,22
Belarus,Лазарев Модест Артемьевич,Roma,вратарь,1,-18
Lesotho,Федоров Евлампий Теймуразович,River Plate,защитник,10,27
Czech Republic,Воронов Феликс Иосипович,Peñarol,полузащитник,10,23
Croatia,Анисимов Филипп Жанович,Paris Saint-Germain,вратарь,8,-30
Saudi Arabia,Королев Артем Гурьевич,Flamengo,полузащитник,2,19
Aruba,Воронцов Ираклий Григорьевич,Feyenoord,полузащитник,10,21
Indonesia,Копылов Мирослав Матвеевич,Anderlecht,нападающий,4,4
Belarus,Кудряшов Евстафий Богданович,Athletic Bilbao,полузащитник,9,25
Yemen,Воронцов Назар Ильясович,Paris Saint-Germain,полузащитник,6,2
Mali,Фомичев Эрнест Витальевич,River Plate,полузащитник,3,5
Mali,Лазарев Онуфрий Бориславович,Manchester United,нападающий,8,13
Benin,Ершов Тимофей Иларионович,Manchester United,полузащитник,6,13
Faroe Islands,Журавлев Эрнст Бенедиктович,Austria Wien,защитник,10,21
Kyrgyzstan,Крылов Иларион Фролович,Universidad Católica,нападающий,9,14
East Timor,Кузнецов Тит Эдгардович,Peñarol,защитник,5,17
Cyprus,Третьяков Прохор Бориславович,Everton,защитник,6,25
Tokelau,Шашков Азарий Евстигнеевич,Espérance,защитник,8,11
Albania,Константинов Василий Федосеевич,Grasshopper Club Zürich,вратарь,6,-11
Malta,Поляков Владилен Артурович,Ajax,нападающий,8,9
Philippines,Наумов Софрон Ефремович,Everton,полузащитник,8,12
Anguilla,Петров Владислав Валерьевич,Internacional,полузащитник,4,1
Puerto Rico,Рогов Константин Ефстафьевич,Fenerbahçe,полузащитник,10,8
Laos,Селезнев Дмитрий Феоктистович,Celtic,нападающий,3,16
Gibraltar,Архипов Платон Демьянович,Universidad de Chile,вратарь,1,-9
Germany,Хохлов Вячеслав Якубович,Újpest,полузащитник,10,16
Spain,Тетерин Артем Ефремович,Schalke,защитник,2,10
Namibia,Фомичев Амос Елисеевич,Independiente,вратарь,7,-26
Netherlands Antilles,Григорьев Кондрат Валерианович,Colo-Colo,нападающий,1,28
Botswana,Евдокимов Михей Гертрудович,Porto,полузащитник,8,15
Japan,Мясников Селиван Юлианович,Independiente,полузащитник,3,23
Turkey,Никитин Вениамин Елизарович,MTK Budapest,нападающий,3,10
Poland,Волков Аникей Валентинович,Club América,полузащитник,8,4
Finland,Зайцев Вышеслав Федосьевич,Steaua Bucureşti,защитник,3,7
Faroe Islands,Лихачев Вячеслав Всеволодович,Bayern Munich,полузащитник,8,15
Mauritius,Сысоев Епифан Герасимович,Olympiacos,вратарь,9,-1
Cape Verde,Кулаков Светозар Евсеевич,River Plate,вратарь,2,-4
Sierra Leone,Карпов Ананий Якубович,Rapid Wien,вратарь,6,-10
Czech Republic,Субботин Иннокентий Харлампьевич,Peñarol,полузащитник,9,21
Netherlands,Зиновьев Евстигней Евстигнеевич,Universidad Católica,защитник,5,24
Monaco,Николаев Ипполит Бориславович,Galatasaray,защитник,8,7
Somalia,Ларионов Анисим Арсенович,Estudiantes,нападающий,8,14
Croatia,Ширяев Самсон Ефремович,Atlético Mineiro,вратарь,5,-4
Poland,Марков Климент Федосьевич,Lazio,защитник,4,28
Yugoslavia,Гусев Бронислав Ерофеевич,Ajax,полузащитник,6,13
Jamaica,Бобылев Казимир Ефремович,Juventus,вратарь,10,-3
Viet Nam,Лихачев Митофан Витальевич,Juventus,защитник,9,7
Saint Lucia,Пономарев Трифон Фокич,Chelsea,нападающий,6,13
Zambia,Архипов Леонтий Денисович,Santos,вратарь,3,-22
Finland,Рожков Трофим Захарьевич,Olympiacos,полузащитник,10,25
Germany,Сергеев Ювеналий Изотович,Porto,защитник,10,6
American Samoa,Харитонов Захар Аверьянович,Cruzeiro,вратарь,8,-9
Equatorial Guinea,Антонов Ярополк Ааронович,Dinamo Zagreb,нападающий,6,16
Mexico,Рябов Лазарь Федотович,Girondins de Bordeaux,вратарь,3,-14
Haiti,Дмитриев Назар Евстигнеевич,Borussia Mönchengladbach,вратарь,2,-2
Tokelau,Кузьмин Соломон Вилорович,Cerro Porteño,вратарь,5,-14
Uganda,Соколов Иларион Георгиевич,Flamengo,полузащитник,6,25
Antarctica,Гусев Милий Демидович,Levski Sofia,защитник,1,27
Italy,Фролов Агафон Елисеевич,Palmeiras,защитник,5,18
Haiti,Максимов Милен Ааронович,Slavia Prague,защитник,5,6
Monaco,Туров Митофан Харитонович,MTK Budapest,нападающий,7,12
Niger,Афанасьев Никодим Исидорович,Real Madrid,вратарь,7,-27
Gambia,Назаров Пантелеймон Эдуардович,Universidad de Chile,полузащитник,5,15
Finland,Селиверстов Модест Тарасович,Grasshopper Club Zürich,вратарь,4,-24
Equatorial Guinea,Денисов Автоном Андреевич,São Paulo,полузащитник,6,20
Viet Nam,Данилов Николай Бориславович,Everton,вратарь,10,-29
Trinidad And Tobago,Туров Изот Дмитриевич,Real Madrid,вратарь,4,-17
Kenya,Беспалов Филимон Демидович,Rangers,вратарь,6,-4
Thailand,Брагин Мирон Якубович,Rapid Wien,защитник,10,30
Mexico,Жуков Мирон Филиппович,Atlético Madrid,защитник,2,2
Ghana,Елисеев Никифор Феоктистович,Liverpool,полузащитник,1,21
Thailand,Матвеев Антонин Демьянович,Juventus,полузащитник,10,27
Burkina Faso,Лукин Мартьян Валерьянович,Libertad,нападающий,6,1
Poland,Ковалев Силантий Теймуразович,Werder Bremen,нападающий,5,17
Cambodia,Шаров Еремей Тимурович,Club Brugge,полузащитник,4,26
Panama,Иванов Твердислав Анатольевич,Atlético Madrid,нападающий,1,23
Lebanon,Никитин Аверкий Филатович,Schalke,защитник,6,23
Nigeria,Васильев Панкрат Ярославович,Santos,вратарь,8,-16
Yemen,Смирнов Демид Анатольевич,Schalke,полузащитник,6,14
Lithuania,Гусев Каллистрат Ефимович,Ferencvárosi TC,нападающий,5,28
Saudi Arabia,Панфилов Милан Изотович,Olympique Lyonnais,нападающий,6,6
Romania,Михайлов Иннокентий Егорович,Dynamo Kyiv,вратарь,7,-1
Rwanda,Нестеров Игнатий Ильясович,Dinamo Bucureşti,нападающий,6,5
Malaysia,Князев Терентий Елисеевич,Olimpia,нападающий,4,13
Ecuador,Петров Филипп Венедиктович,Rapid Wien,вратарь,3,-30
Tokelau,Федотов Ерофей Димитриевич,Colo-Colo,вратарь,1,-20
Chile,Орехов Каллистрат Арсенович,Peñarol,полузащитник,6,22
Cyprus,Котов Никандр Игоревич,Athletic Bilbao,полузащитник,8,10
Colombia,Наумов Ратибор Матвеевич,Köln,защитник,2,12
Zimbabwe,Горшков Евдоким Герасимович,São Paulo,полузащитник,7,18
Uganda,Семенов Любим Евстигнеевич,San Lorenzo,вратарь,3,-19
Honduras,Буров Фома Владиславович,Universidad Católica,полузащитник,2,5
Azerbaijan,Русаков Евсей Трифонович,Real Madrid,полузащитник,4,26
Tonga,Сорокин Аскольд Дорофеевич,Sporting,защитник,3,11
Estonia,Лыткин Лев Харлампьевич,Bayern Munich,полузащитник,5,21
Philippines,Титов Милан Димитриевич,Tottenham Hotspur,защитник,8,2
Namibia,Елисеев Наум Дорофеевич,Peñarol,вратарь,4,-1
Samoa,Журавлев Кузьма Евстигнеевич,São Paulo,защитник,8,17
Suriname,Красильников Вениамин Демидович,Anderlecht,полузащитник,2,24
Qatar,Колобов Геннадий Трифонович,Espérance,вратарь,2,-12
Bahrain,Логинов Серафим Дорофеевич,Fiorentina,полузащитник,2,14
Namibia,Лобанов Панкрат Владиславович,Rapid Wien,нападающий,7,15
Cocos Islands,Шестаков Кузьма Андреевич,Al Ahly,защитник,7,22
Senegal,Соловьев Самуил Ерофеевич,Galatasaray,вратарь,9,-23
Japan,Исаев Сигизмунд Артурович,Universidad Católica,нападающий,3,25
Mali,Нестеров Роман Фомич,Palmeiras,нападающий,3,2
Luxembourg,Родионов Мартьян Владиленович,Girondins de Bordeaux,защитник,6,24
Nicaragua,Молчанов Александр Димитриевич,Sporting,полузащитник,5,29
Guinea-bissau,Данилов Пантелеймон Демьянович,Palmeiras,защитник,1,10
United Kingdom,Егоров Милий Дмитриевич,Universidad de Chile,вратарь,6,-21
Nicaragua,Бирюков Филарет Демьянович,Atlético Mineiro,вратарь,3,-16
